,userID,firstAccuracyArray,lastAccuracyArray,timesAttemptedArray,firstReactionTimeArray,lastReactionTimeArray,firstRatioArray,lastRatioArray,playTimeArray,totalPlayTimeByStudent,averageFirstAccuracyByStudent,averageLastAccuracyByStudent,averageAttempsPerLevelByStudent,totalAttemptsByStudent,total_aliensSaved,total_playTime
10,student_11,"[ 85.  85.  95.  90.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 85.  85.  95.  90.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[  1.   1.   1.   1.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 6840.  3410.  3489.  3763.    nan    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 6840.  3410.  3489.  3763.    nan    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 1.449  1.75   1.5    1.75     nan    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 1.449  1.75   1.5    1.75     nan    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 232.  222.   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan
  454.  454.   nan   nan   nan   nan   nan   nan   nan]",1362.0,88.75,88.75,1.0,4.0,144.0,454.0
11,student_12,"[  90.   100.    95.   100.    85.    95.    85.    90.    93.3   76.6
   93.3   96.6   82.5    nan    nan    nan    nan    nan   95.    60.
    nan    nan]","[  90.   100.    95.    95.   100.    95.   100.   100.   100.    93.3
   90.    96.6   82.5    nan    nan    nan    nan    nan   95.    60.
    nan    nan]","[  1.   1.   2.   2.   2.   2.   2.   2.   2.   2.   2.   1.   1.  nan  nan
  nan  nan  nan   1.   1.  nan  nan]","[ 5975.  3166.  4424.  3139.  3131.  1879.  2621.  4026.  2989.  2903.
  3408.  3335.  2655.    nan    nan    nan    nan    nan  3175.  4982.
    nan    nan]","[ 5975.  3166.  3831.  3399.  2160.  2429.  2495.  1924.  2208.  2526.
  3076.  3335.  2655.    nan    nan    nan    nan    nan  3175.  4982.
    nan    nan]","[ 1.5    1.7    1.75   1.95   1.8    1.399  1.95   2.399  2.33   2.     2.566
  2.233  1.85     nan    nan    nan    nan    nan  2.7    1.25     nan
    nan]","[ 1.5    1.7    2.2    1.899  2.299  2.     1.8    1.7    2.2    2.1    2.33
  2.233  1.85     nan    nan    nan    nan    nan  2.7    1.25     nan
    nan]","[  2.58000000e+02   6.52000000e+02   6.32000000e+02   6.82000000e+02
   5.68000000e+02   2.22000000e+02   1.00000000e+00   2.04000000e+02
   2.30000000e+01   7.30000000e+01   2.50000000e+02   1.80000000e+01
   3.58300000e+03   5.18000000e+02   1.63100000e+03   8.59000000e+02
              nan   1.50000000e+02   1.80000000e+02   2.27000000e+02
   1.80000000e+01]",10749.0,89.1533333333,92.8266666667,1.6,24.0,1725.0,3583.0
12,student_13,"[ 100.   100.    90.    95.    95.   100.    95.   100.    90.    90.
   93.3   73.3   77.5    nan  100.    90.     nan   65.    65.    80.    60.
   47.5]","[ 100.   100.    80.   100.    80.    90.    90.    95.    96.6   66.6
   93.3   76.6   87.5    nan  100.    90.     nan   80.    65.    80.    75.
   35. ]","[  1.   1.   3.   3.   2.   2.   2.   2.   2.   2.   2.   2.   3.  nan   1.
   1.  nan   3.   1.   1.   2.   2.]","[ 5271.  3062.  3679.  2993.  4430.  3155.  3372.  4055.  3727.  3875.
  2737.  3542.  2290.    nan  1757.  2086.    nan  2602.  1913.  3075.
  2484.  3477.]","[ 5271.  3062.  3336.  3168.  3315.  2413.  3012.  4328.  2813.  3251.
  3191.  3257.  2574.    nan  1757.  2086.    nan  2406.  1913.  3075.
  2539.  5735.]","[ 2.     1.75   1.5    1.8    1.85   1.95   1.55   1.7    2.133  1.899
  2.33   2.1    1.85     nan  1.7    1.5      nan  1.649  1.35   1.55
  1.625  2.299]","[ 2.     1.75   1.95   2.49   2.2    2.2    2.5    2.1    2.     2.33   2.33
  1.899  1.625    nan  1.7    1.5      nan  1.85   1.35   1.55   1.725
  2.174]","[  258.   674.   962.   838.   510.   531.    nan   234.    nan   329.
   102.   567.  5005.   499.  1794.  1298.    nan   263.   377.   314.
   460.]",15015.0,85.33,84.03,1.9,38.0,1881.0,5005.0
13,student_14,"[ 55.   65.   80.   75.   95.   95.   80.   95.   73.3  76.6  76.6  53.3
  82.5  82.5  80.   80.   85.   85.   95.   55.   72.5  52.5]","[  55.    65.    80.    75.    95.    95.    80.    95.   100.    90.   100.
   93.3   87.5   90.    80.    90.    80.    85.    95.    65.    82.5
   67.5]","[ 1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  4.  3.  2.  2.  3.  3.  2.  2.
  2.  2.  3.  2.]","[ 3727.  4013.  4448.  3650.  3081.  3230.  4665.  3291.  3465.  3768.
  6049.  9719.  2572.  3731.  2210.  2426.  3436.  4715.  4271.  5941.
  6985.  5272.]","[ 3727.  4013.  4448.  3650.  3081.  3230.  4665.  3291.  2696.  3984.
  3285.  4255.  2887.  2973.  2484.  2690.  3750.  4151.  4201.  6343.
  3588.  6178.]","[ 4.45   3.95   2.649  1.8    1.75   2.25   1.8    1.75   1.7    2.2    1.966
  1.933  1.575  1.8    1.55   1.449  1.975  1.825  1.899  1.25   1.7    1.199]","[ 4.45   3.95   2.649  1.8    1.75   2.25   1.8    1.75   2.     1.966
  2.166  2.     1.625  1.875  1.85   1.6    1.899  1.95   1.85   1.199
  1.649  1.199]","[  301.   389.   296.   559.   778.   822.   226.   485.   436.   233.
   256.   804.  5585.    nan  1555.  1010.    nan  1175.   677.   947.
   221.]",16755.0,76.8090909091,83.9,1.90909090909,42.0,2890.0,5585.0
14,student_15,"[   nan    nan   50.    70.    75.   100.    60.   100.    43.3   43.3
   50.    86.6   55.    77.5   70.   100.     nan   72.5   90.    45.
   62.5   55. ]","[   nan    nan   50.    70.    75.   100.    60.   100.    56.6   96.6
   50.    86.6   95.    77.5   70.   100.     nan   72.5   90.    45.
   62.5   55. ]","[ nan  nan   1.   1.   1.   1.   1.   1.   2.   2.   1.   1.   4.   1.   1.
   1.  nan   1.   1.   1.   1.   1.]","[    nan     nan   5326.   6466.   3631.   3154.   4533.   3465.   9536.
  11051.   6804.   5462.   3365.   5018.   3369.   2448.     nan   4759.
   3459.   3236.   3042.   5143.]","[   nan    nan  5326.  6466.  3631.  3154.  4533.  3465.  8379.  3948.
  6804.  5462.  2596.  5018.  3369.  2448.    nan  4759.  3459.  3236.
  3042.  5143.]","[   nan    nan  1.399  1.1    1.149  1.649  1.25   1.5    1.433  1.366  1.7
  1.733  1.3    1.3    1.6    1.449    nan  1.575  1.449  1.5    1.149
  1.24 ]","[   nan    nan  1.399  1.1    1.149  1.649  1.25   1.5    1.399  1.866  1.7
  1.733  1.625  1.3    1.6    1.449    nan  1.575  1.449  1.5    1.149
  1.24 ]","[   52.   235.   281.   547.   373.   712.   137.   399.    49.   131.
   231.   208.  3355.   287.    nan  1757.    nan   692.   192.   427.
    nan]",10065.0,68.7210526316,74.3315789474,1.26315789474,24.0,1613.0,3355.0
15,student_16,"[   nan    nan  100.   100.    90.    85.   100.    95.    90.    93.3
   90.    96.6   92.5    nan  100.    75.     nan   77.5   70.     nan
    nan    nan]","[   nan    nan  100.    75.    95.    85.   100.    95.   100.    90.
   96.6  100.    90.     nan  100.    75.     nan   82.5   70.     nan
    nan    nan]","[ nan  nan   3.   3.   2.   1.   1.   1.   3.   2.   2.   2.   3.  nan   1.
   1.  nan   2.   1.  nan  nan  nan]","[   nan    nan  3297.  2784.  2679.  2714.  2342.  2119.  3485.  3600.
  2999.  3003.  2439.    nan  2687.  2559.    nan  3742.  4271.    nan
    nan    nan]","[   nan    nan  3087.  3413.  2704.  2714.  2342.  2119.  2923.  3326.
  3280.  2657.  2581.    nan  2687.  2559.    nan  2996.  4271.    nan
    nan    nan]","[   nan    nan  1.5    1.649  2.     1.6    2.     1.399  2.133  2.33
  1.933  2.133  1.85     nan  2.     1.35     nan  2.2    1.899    nan
    nan    nan]","[   nan    nan  2.25   1.75   1.649  1.6    2.     1.399  2.299  2.233
  2.66   1.966  1.725    nan  2.     1.35     nan  1.975  1.899    nan
    nan    nan]","[  282.   703.   498.   834.   418.   679.    nan   162.    76.   289.
   132.   129.  4202.   507.  1708.  1029.    nan   170.   788.    nan
    nan]",12606.0,90.3266666667,90.2733333333,1.86666666667,28.0,2610.0,4202.0
16,student_17,"[  85.    90.    95.   100.     nan    nan    nan    nan    nan    nan
   96.6   80.    92.5   85.    85.    65.    97.5   70.    40.    65.    70.
   52.5]","[  85.    90.   100.    90.     nan    nan    nan    nan    nan    nan
   96.6   80.    92.5   85.    85.    65.    97.5   70.   100.    55.    70.
   52.5]","[  1.   1.   2.   2.  nan  nan  nan  nan  nan  nan   1.   1.   1.   1.   1.
   1.   1.   1.   2.   2.   1.   1.]","[ 5296.  3341.  3948.  7241.    nan    nan    nan    nan    nan    nan
  3667.  6328.  3537.  5297.  2475.  3596.  2924.  5754.  3720.  4549.
  5281.  7181.]","[ 5296.  3341.  5279.  8105.    nan    nan    nan    nan    nan    nan
  3667.  6328.  3537.  5297.  2475.  3596.  2924.  5754.  4271.  6982.
  5281.  7181.]","[ 2.1    1.899  1.35   1.7      nan    nan    nan    nan    nan    nan
  1.833  1.833  1.95   1.875  1.899  1.7    1.575  1.575  1.449  1.3    1.675
  1.274]","[ 2.1    1.899  1.85   2.       nan    nan    nan    nan    nan    nan
  1.833  1.833  1.95   1.875  1.899  1.7    1.575  1.575  2.     1.3    1.675
  1.274]","[  230.   447.    nan    nan   185.   177.   114.   157.   168.   110.
   229.   267.  2084.   465.   212.   481.    nan    nan   544.    nan
   382.]",6252.0,79.31875,82.13125,1.25,20.0,1317.0,2084.0
17,student_18,"[ 85.   85.   90.   75.   90.   50.   70.   85.   80.   60.   56.6  73.3
  90.   70.   45.   50.    nan   nan  60.    nan   nan   nan]","[  85.   85.   95.   70.   85.   50.   70.   85.   80.   60.  100.  100.
  100.   70.   65.   60.   nan   nan   60.   nan   nan   nan]","[  1.   1.   3.   2.   3.   1.   1.   1.   2.   1.   3.   3.   2.   1.   2.
   2.  nan  nan   1.  nan  nan  nan]","[ 6480.  3636.  3674.  4775.  2918.  3164.  4501.  4690.  5118.  1745.
  2315.  2603.  2557.  5117.  4335.  4123.    nan    nan  1930.    nan
    nan    nan]","[ 6480.  3636.  3931.  3780.  3489.  3164.  4501.  4690.  2192.  1745.
  2297.  3160.  5295.  5117.  3160.  2751.    nan    nan  1930.    nan
    nan    nan]","[ 1.25   1.85   1.75   1.449  1.649  1.25   2.649  1.6    1.966  9.199
  4.166  5.533  2.     3.524  3.35   1.399    nan    nan  5.25     nan
    nan    nan]","[  1.25    1.85    1.8     2.399   1.399   1.25    2.649   1.6    11.366
   9.199   2.33    2.66    1.625   3.524   1.149   1.1       nan     nan
   5.25      nan     nan     nan]","[  239.   823.   649.   525.   499.   362.   155.   705.    nan    23.
   285.    57.  4322.   507.  1470.   941.    nan  1039.    23.    nan
   342.]",12966.0,71.4647058824,77.6470588235,1.76470588235,30.0,1693.0,4322.0
18,student_19,"[ 90.   85.   90.   65.   75.   95.   85.   90.   86.6  73.3  70.   60.
  40.    nan  65.    nan   nan   nan  65.   80.   62.5  62.5]","[  90.    85.    25.    60.    75.    95.    85.    90.   100.    73.3
   33.3   73.3   22.5    nan   65.     nan    nan    nan   65.    80.
   77.5   65. ]","[  1.   1.   4.   3.   1.   1.   1.   1.   3.   3.   2.   2.   4.  nan   1.
  nan  nan  nan   1.   1.   2.   2.]","[ 3084.  3901.  4088.  3817.  2772.  3649.  2406.  2314.  4015.  3599.
  6238.  8951.  6476.    nan  3441.    nan    nan    nan  2686.  5340.
  4152.  8742.]","[  3084.   3901.  16232.  12852.   2772.   3649.   2406.   2314.   5330.
   5102.   8658.   6626.  11940.     nan   3441.     nan     nan     nan
   2686.   5340.   3477.   9263.]","[ 2.     1.85   2.45   1.85   2.25   2.85   1.55   1.7    1.866  1.8    1.666
  1.633  1.7      nan  1.55     nan    nan    nan  1.5    1.55   1.774
  1.55 ]","[ 2.     1.85   1.649  1.1    2.25   2.85   1.55   1.7    1.833  1.966
  0.933  1.7    0.4      nan  1.55     nan    nan    nan  1.5    1.55
  1.774  1.35 ]","[  300.   899.   287.  1089.  1191.  1076.    nan   865.    nan    nan
   139.   633.  6479.    nan  1761.  2005.    nan  1076.   865.   139.
   633.]",19437.0,74.4388888889,69.9944444444,1.88888888889,34.0,1313.0,6479.0
19,student_20,"[  90.    95.    85.   100.   100.    90.   100.    95.    96.6  100.
   83.3   96.6   97.5   87.5   65.    85.    97.5   82.5   95.    85.
   82.5   47.5]","[  90.    95.   100.   100.   100.   100.    95.   100.    93.3   93.3
  100.    96.6   97.5   97.5  100.    90.    97.5   90.   100.    85.
   87.5   60. ]","[ 1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  2.  2.  3.  3.  4.  3.  2.  2.
  2.  2.  2.  2.]","[ 3743.  2381.  3528.  2611.  2123.  1668.  2102.  2239.  3528.  3030.
  3409.  2856.  2676.  2501.  2595.  2961.  2568.  3164.  2774.  4856.
  3502.  8915.]","[ 3743.  2381.  2396.  3228.  2578.  2376.  2399.  2489.  2967.  3064.
  2994.  3441.  2463.  3086.  2422.  3317.  2662.  3870.  2386.  5167.
  3627.  9912.]","[ 1.75   1.449  1.55   1.25   1.7    1.449  1.25   1.5    1.833  2.     1.833
  1.933  1.55   1.7    1.85   1.95   2.75   1.925  2.2    1.75   2.274
  1.625]","[ 1.75   1.449  1.3    1.6    1.7    1.55   2.     1.55   2.133  2.133
  2.33   2.133  1.875  1.675  1.75   1.899  1.675  2.225  2.49   2.49
  2.225  1.774]","[  242.   423.   580.  1015.   414.   533.   352.   572.   456.   290.
   316.   464.  5657.    nan  1853.  1298.    nan   834.   784.   463.
   425.]",16971.0,88.9318181818,94.0090909091,2.22727272727,49.0,3966.0,5657.0
20,student_21,"[ 80.   95.   90.   95.   65.   95.   70.   95.   90.   90.   86.6  86.6
  80.   67.5  80.    nan   nan   nan  90.   70.   75.   50. ]","[ 80.   95.   90.   90.   65.   95.   70.   95.   90.   86.6  86.6  86.6
  80.   67.5  80.    nan   nan   nan  90.   70.   82.5  55. ]","[  1.   1.   2.   2.   1.   1.   1.   1.   2.   2.   1.   1.   1.   1.   1.
  nan  nan  nan   1.   1.   4.   2.]","[ 3370.  2584.  3329.  2456.  2865.  2042.  2584.  2179.  2349.  2985.
  2489.  3464.  2132.  1933.  2022.    nan    nan    nan  2547.  4605.
  2063.  3196.]","[ 3370.  2584.  3008.  2714.  2865.  2042.  2584.  2179.  2495.  2843.
  2489.  3464.  2132.  1933.  2022.    nan    nan    nan  2547.  4605.
  2301.  7386.]","[ 1.649  1.95   2.2    1.399  1.95   1.75   1.7    1.8    2.     2.5    2.1
  2.1    1.875  1.5    2.       nan    nan    nan  2.35   1.399  1.875  1.5  ]","[ 1.649  1.95   2.     1.85   1.95   1.75   1.7    1.8    2.399  2.133  2.1
  2.1    1.875  1.5    2.       nan    nan    nan  2.35   1.399  2.149  1.6  ]","[  212.   412.   281.   509.   162.   234.   258.   182.    nan    97.
   192.   723.  3262.    nan  1166.   593.    nan   491.    97.   588.
   327.]",9786.0,81.6157894737,81.8315789474,1.42105263158,27.0,1627.0,3262.0
21,student_22,"[  90.    95.   100.   100.   100.    95.    75.    90.   100.    76.6
    0.     0.    92.5    2.5   90.   100.    55.     0.     0.    60.    90.
   75. ]","[  35.    35.   100.   100.    80.    90.    95.    90.    93.3   93.3
   93.3   93.3   97.5   97.5   95.    85.    75.    95.    90.   100.
   77.5   80. ]","[ 2.  2.  2.  2.  2.  2.  2.  2.  4.  3.  2.  2.  4.  2.  3.  3.  2.  2.
  3.  2.  2.  2.]","[  4608.   3656.   3514.   3413.   2228.   1863.   2396.   1744.   2692.
   2330.  10912.  53991.   1938.  11933.   2038.   1608.   1394.  10779.
   8177.   5832.   2430.   9188.]","[ 16261.  14496.   2523.   2331.   1902.   1961.   1496.   1941.   1900.
   2474.   2393.   1950.   2020.   2075.   1925.   1770.   2249.   1915.
   1188.   2744.   2131.   4760.]","[  1.55    1.899   1.55    1.649   2.1     1.7     1.649   1.399   1.966
   1.833   0.      2.1     1.75    0.25    2.2     1.449  16.324   0.      0.
   1.8     2.24    1.425]","[ 0.75   0.85   1.75   1.35   1.25   1.55   1.5    1.85   1.866  2.266
  2.233  1.966  2.6    1.925  4.99   1.6    2.49   1.85   1.5    1.899
  2.524  1.625]","[  495.   423.   572.  1378.   413.   691.   281.   462.   395.   263.
   507.   626.  6506.    nan  2575.  1175.    nan   647.  1049.   503.
   557.]",19518.0,67.5727272727,85.9409090909,2.36363636364,52.0,4062.0,6506.0
22,student_23,"[ 70.   75.   90.   70.   70.   50.   70.   85.   96.6  80.   80.   83.3
  67.5  50.   45.   60.   50.   85.   65.   60.   62.5  57.4]","[ 45.   75.   65.   55.   70.   50.   70.   85.   90.   80.   76.6  66.6
  55.   50.   65.   70.   75.   75.   85.   70.   62.5  55. ]","[  2.   2.   3.   3.   1.   1.   1.   1.   2.   2.   2.   2.   2.   1.   3.
   3.   7.   2.   4.   4.  10.  10.]","[ 4413.  5054.  4326.  4854.  4352.  2950.  3119.  3218.  3398.  5090.
  3766.  2306.  2645.  4895.  2342.  2022.  2860.  3460.  3222.  2955.
  5831.  4980.]","[ 4469.  6146.  5667.  4431.  4352.  2950.  3119.  3218.  3389.  5084.
  3182.  2805.  2271.  4895.  2831.  2547.  3721.  3611.  3137.  5559.
  4455.  5276.]","[ 1.449  1.449  2.1    1.7    1.899  1.1    1.55   1.6    1.8    1.7    1.833
  1.566  1.425  2.85   9.699  8.3    1.125  1.625  1.25   1.149  1.375
  3.35 ]","[ 3.399  5.15   2.49   3.45   1.899  1.1    1.55   1.6    1.833  1.7    1.733
  1.7    5.174  2.85   1.25   1.3    1.274  1.475  1.8    1.35   1.925
  1.774]","[  447.   663.   291.   542.   369.   352.   150.   462.  1666.   229.
   512.  2822.  8505.    nan  1682.   982.    nan   304.  2083.  2185.
  1269.]",25515.0,69.1954545455,67.7590909091,3.09090909091,68.0,2898.0,8505.0
23,student_24,"[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan]",0.0,,,,0.0,,
24,student_25,"[  95.   100.   100.   100.   100.    95.   100.   100.   100.    93.3
   96.6   73.3   90.   100.    85.    90.    92.5   95.     nan    nan
   87.5   45. ]","[  95.   100.   100.   100.   100.    95.   100.   100.    96.6  100.
   96.6   73.3   90.    92.5   80.    95.    97.5   90.     nan    nan
   87.5   45. ]","[  1.   1.   1.   1.   1.   1.   1.   1.   2.   2.   1.   1.   1.   2.   3.
   3.   2.   2.  nan  nan   1.   1.]","[ 3208.  2909.  3167.  3388.  2667.  2553.  3692.  3624.  3671.  3621.
  3457.  7709.  2511.  3543.  2992.  2884.  2460.  2786.    nan    nan
  3436.  9127.]","[ 3208.  2909.  3167.  3388.  2667.  2553.  3692.  3624.  3412.  3778.
  3457.  7709.  2511.  2831.  2364.  2466.  2622.  3182.    nan    nan
  3436.  9127.]","[ 1.7    1.85   1.25   1.75   1.7    2.     1.7    1.649  1.899  1.933
  1.899  1.7    1.625  1.85   1.7    1.7    1.6    1.774    nan    nan
  1.575  1.74 ]","[ 1.7    1.85   1.25   1.75   1.7    2.     1.7    1.649  2.233  2.233
  1.899  1.7    1.625  1.75   1.75   1.649  2.     1.85     nan    nan
  1.575  1.74 ]","[  267.   220.   404.   623.   229.   275.   380.   798.   518.   562.
    nan   399.  4675.    nan  1197.   546.    nan  1099.  1088.   399.
   346.]",14025.0,91.91,91.7,1.45,29.0,2008.0,4675.0
25,student_26,"[ 100.   100.   100.   100.   100.    95.   100.    75.    96.6   90.   100.
  100.   100.    95.    95.    90.    92.5   92.5  100.    70.    92.5
   55. ]","[ 100.   100.   100.   100.    95.   100.    90.   100.   100.    93.3
   96.6   96.6   97.5   97.5  100.   100.    92.5  100.   100.    95.    90.
   55. ]","[ 2.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  2.  2.  2.  2.  2.  3.  2.
  6.  2.  6.  1.]","[ 3205.  2185.  3014.  3077.  2802.  2074.  2748.  4424.  3037.  2825.
  2378.  2803.  3041.  3985.  3172.  3266.  3704.  4934.  2954.  5752.
  6158.  9837.]","[ 2859.  3485.  3172.  3569.  2883.  2799.  3193.  4597.  2291.  2735.
  2851.  3195.  2656.  5946.  2573.  3412.  3545.  2523.  3010.  3586.
  3071.  9837.]","[ 2.149  1.6    1.85   1.7    1.899  1.6    1.55   1.55   1.899  2.     1.899
  2.33   1.774  1.575  1.399  1.649  1.975  1.825  2.     1.399  1.8    1.449]","[ 2.     1.6    1.95   1.5    1.5    1.899  1.449  1.6    1.866  1.933
  1.899  1.766  1.75   1.75   1.75   1.7    1.649  1.8    1.899  1.6    1.6
  1.449]","[  504.   472.   588.  1320.   690.   455.   481.   386.   667.   567.
   816.  1214.  8160.    nan  2222.  2124.    nan   630.  1000.  1547.
   637.]",24480.0,92.6863636364,95.4090909091,2.5,55.0,5270.0,8160.0
26,student_27,"[  95.  100.   90.   90.   nan   nan   nan   nan   80.   90.   nan   nan
   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan]","[  95.  100.   90.   90.   nan   nan   nan   nan   80.   90.   nan   nan
   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan]","[  1.   1.   1.   1.  nan  nan  nan  nan   1.   1.  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 4386.  4284.  4591.  7424.    nan    nan    nan    nan  4555.  4208.
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 4386.  4284.  4591.  7424.    nan    nan    nan    nan  4555.  4208.
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 2.1    1.55   1.8    2.       nan    nan    nan    nan  2.1    1.899
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 2.1    1.55   1.8    2.       nan    nan    nan    nan  2.1    1.899
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[  273.   316.  1613.   433.   159.    nan    nan    nan    nan    nan
    nan    nan  2794.    nan  2202.   592.    nan    nan    nan    nan
    nan]",8382.0,90.8333333333,90.8333333333,1.0,6.0,402.0,2794.0
27,student_28,"[  85.   100.    95.    95.   100.    85.    55.    95.    93.3   73.3
  100.    96.6   85.    75.    95.   100.    65.    77.5    nan    nan
   72.5   57.4]","[ 100.    95.   100.   100.   100.   100.    80.   100.    93.3   93.3
  100.    96.6   87.5   87.5   95.    80.    77.5   57.4    nan    nan
   87.5   55. ]","[  2.   2.   2.   2.   2.   2.   2.   2.   3.   3.   1.   1.   2.   2.   3.
   3.   2.   2.  nan  nan   2.   2.]","[ 2633.  4170.  4372.  4069.  3401.  2810.  5797.  3153.  3416.  4989.
  3072.  4649.  3144.  4126.  2735.  2695.  2687.  3813.    nan    nan
  5483.  5106.]","[ 3923.  4215.  3507.  4012.  2801.  2869.  5464.  3278.  2941.  3959.
  3072.  4649.  3269.  5080.  2517.  3299.  3584.  4010.    nan    nan
  3503.  5773.]","[ 1.149  1.55   1.7    1.649  1.7    1.6    1.149  1.449  1.899  1.933
  1.833  1.8    1.55   1.274  1.75   1.449  1.399  1.5      nan    nan  1.6
  1.125]","[ 1.649  1.6    1.55   1.6    1.8    1.55   2.49   1.6    1.866  2.66
  1.833  1.8    1.7    1.375  1.75   1.75   1.75   1.475    nan    nan
  1.625  1.1  ]","[  5.90000000e+02   4.25000000e+02   6.66000000e+02   8.83000000e+02
   1.86000000e+02   3.60000000e+02   2.29000000e+02   5.39000000e+02
   3.70000000e+02   2.97000000e+02   1.00000000e+00   4.11000000e+02
   4.95700000e+03              nan   2.30300000e+03   6.34000000e+02
              nan   7.81000000e+02   7.17000000e+02   3.13000000e+02
   2.09000000e+02]",14871.0,85.03,89.28,2.1,42.0,3080.0,4957.0
28,student_29,"[ 100.   100.   100.   100.    95.   100.   100.   100.   100.   100.   100.
   96.6   95.    90.    90.    55.    87.5    nan   90.    75.    67.5
   40. ]","[  95.   100.   100.   100.   100.   100.   100.   100.   100.    96.6
  100.    96.6   97.5   90.    95.    95.    87.5    nan   90.    75.
   67.5   40. ]","[  2.   2.   2.   2.   2.   2.   1.   1.   2.   2.   1.   1.   3.   1.   2.
   2.   1.  nan   1.   1.   1.   1.]","[ 4626.  3069.  4004.  4457.  3499.  3069.  3266.  3778.  3198.  3252.
  3432.  4089.  2660.  4264.  3368.  3984.  2816.    nan  2553.  5976.
  7288.  9844.]","[ 4057.  3111.  4925.  4194.  3588.  2790.  3266.  3778.  3198.  3996.
  3432.  4089.  2724.  4264.  2572.  4117.  2816.    nan  2553.  5976.
  7288.  9844.]","[ 1.35   1.649  1.85   2.     1.8    1.6    1.6    1.7    2.2    1.8    2.66
  2.1    1.85   1.649  2.1    1.75   1.6      nan  1.8    1.35   2.274
  1.375]","[ 1.55   1.8    1.6    1.75   2.     1.449  1.6    1.7    1.933  2.1    2.66
  2.1    1.875  1.649  2.     1.75   1.6      nan  1.8    1.35   2.274
  1.375]","[  509.   449.   517.   553.   234.   635.   123.   385.   176.    nan
   150.   505.  4236.    nan  1768.   933.    nan   546.   334.   655.
    nan]",12708.0,89.6,91.7,1.57142857143,33.0,2419.0,4236.0
